1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
566	-0.150868	202.080543	0.007888	22.0
567	-0.123923	201.898979	0.002694	18.9
568	-0.676359	201.717849	0.003416	17.5
569	-0.339051	201.537153	0.004187	27.2
570	-0.721845	201.356887	0.005545	18.4
571	-0.559307	201.177050	0.008559	19.3
572	-0.553423	200.997642	0.012063	17.8
573	-0.671907	200.818659	0.004722	22.3
574	-0.699509	200.640100	0.005588	26.3
575	-0.811780	200.461965	0.004568	23.0
576	-0.336024	200.284250	0.003664	22.9
577	-0.525127	200.106955	0.004761	22.1
578	-0.594936	199.930078	0.005108	22.4
579	-0.634610	199.753617	0.005007	24.3
580	-0.438480	199.577571	0.005374	24.6
581	-0.376012	199.401938	0.006921	28.1
582	-0.849618	199.226717	0.014186	21.3
583	-0.738681	199.051905	0.004189	21.2
584	-0.252301	198.877502	0.004560	22.7
585	-0.637446	198.703506	0.014948	22.6
586	-0.874583	198.529916	0.006290	28.8
587	-0.620844	198.356729	0.004165	37.9
588	-0.539879	198.183944	0.003929	24.5
589	-0.717542	198.011560	0.004444	22.6
590	-0.013252	197.839576	0.000495	20.7
591	-0.714102	197.667989	0.006714	31.7
592	-0.041034	197.496798	0.003590	21.8
593	-0.715853	197.326002	0.003957	22.1
594	-0.409483	197.155600	0.005536	20.6
595	-0.603338	196.985589	0.005518	20.9
596	-0.716495	196.815969	0.008288	20.8
597	-0.475974	196.646738	0.007358	28.6
598	-0.270801	196.477894	0.003790	27.7
599	-0.709454	196.309436	0.003924	22.7
600	-0.712276	196.141363	0.004677	22.1
601	-0.493562	195.973673	0.003933	19.6
602	-0.004382	195.806365	0.000519	27.0
603	-0.663122	195.639437	0.010176	22.5
604	-1.015017	195.472888	0.004774	22.1
605	-0.955103	195.306717	0.010631	21.1
606	-0.803191	195.140922	0.012848	18.9
607	-0.655265	194.975501	0.006374	19.0
608	-0.473559	194.810454	0.003942	19.5
609	-0.729725	194.645779	0.004677	20.1
610	-0.772476	194.481475	0.005157	19.3
611	-0.545902	194.317540	0.003744	16.9
612	-0.385669	194.153973	0.004436	19.3
613	-0.014000	193.990773	0.000664	18.3
614	-1.054482	193.827938	0.014159	19.6
615	-1.154492	193.665467	0.012010	22.7
616	-0.569592	193.503358	0.004884	24.2
617	-0.730632	193.341611	0.004542	24.3
618	-0.787136	193.180224	0.006688	30.5
619	-0.762284	193.019196	0.004877	21.3
620	-0.637122	192.858525	0.004604	33.2
621	-0.676100	192.698210	0.005795	83.6
622	-0.565782	192.538251	0.004351	50.7
623	-0.431845	192.378644	0.006609	28.4
624	-0.746677	192.219391	0.005743	56.6
625	-0.750598	192.060488	0.006347	49.9
